,ResponseId,Q409,eBMRQ_total,BMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud,location
1,R_10BZYeX3XO3OsF4,Yanny,88,73,16,14,16,12,15,15,4.054054054,4.666666667,4.444444444,3.333333333,2.714285714,4.833333333,3.333333333,123,29,1,4,7,0,3,4,6,1,1,2,26,boston
2,R_12s4n0snYp9PS03,Yanny,89,76,18,13,17,13,15,13,4.189189189,4,4.444444444,2.333333333,5.285714286,4.666666667,4.055555556,127,34,4,5,3,0,6,6,6,1,1,2,28,boston
3,R_12Sr81cOotEDG2l,Yanny,59,51,11,5,12,11,12,8,3.054054054,1.888888889,4.888888889,1,2.428571429,4.833333333,1.888888889,51,19,1,1,3,0,8,2,2,0,0,1,11,boston
4,R_13sbBbAoAGA5IZP,Yanny,116,98,18,20,20,20,20,18,5.837837838,5.777777778,6.222222222,5.166666667,5.285714286,6.666666667,5.722222222,139,6,0,0,2,0,2,1,1,0,0,0,4,boston
5,R_18MY83R5ZFoyBO0,Yanny,65,55,10,6,14,11,14,10,2.972972973,2.777777778,4.333333333,2.833333333,1.714285714,2.833333333,2.666666667,72,33,1,3,6,0,5,10,3,3,0,1,28,boston
6,R_1Alb56QjvuZVK13,Yanny,84,69,14,13,15,12,15,15,4.189189189,4.222222222,4.222222222,3.333333333,4.857142857,4.166666667,4.222222222,122,29,2,3,2,0,7,5,5,3,1,0,22,boston
7,R_1atqIMMLzIB04Gg,Yanny,94,80,17,17,18,14,14,14,4.108108108,3.444444444,5.555555556,2.333333333,4.428571429,4.333333333,3.611111111,94,25,1,3,5,1,5,3,2,2,0,2,20,boston
8,R_1c10gmQGXEnKg69,Laurel,98,81,19,20,17,8,17,17,4.297297297,2.444444444,5.111111111,3.5,4.714285714,6.166666667,3.833333333,125,2,1,0,0,0,1,0,0,0,0,0,1,boston
9,R_1d5O9IKNCEovoeF,Yanny,109,91,19,20,17,15,20,18,4.810810811,4.888888889,4.333333333,5.166666667,5.285714286,4.5,5.166666667,146,8,0,1,0,0,1,2,1,2,0,1,7,boston
10,R_1dsBNrJxeq54NfU,Yanny,105,89,20,17,20,17,15,16,4.27027027,4,5.444444444,4,1.714285714,6.166666667,2.944444444,120,9,1,0,3,0,2,0,0,1,0,1,7,boston
11,R_1dtzGlP9q0sveOn,Yanny,88,73,20,19,16,9,9,15,3.810810811,2.111111111,5.333333333,1.5,4.428571429,5.666666667,3.166666667,108,23,1,3,4,1,3,1,4,2,1,2,20,boston
12,R_1dXPwlOpDGhHfed,Laurel,94,78,18,18,17,13,12,16,3.648648649,2.555555556,5.111111111,1.166666667,3,6.333333333,2.222222222,121,7,0,0,1,0,3,1,0,2,0,0,4,boston
13,R_1EBcfBQ6h6VUx4S,Laurel,98,87,20,15,20,16,16,11,4.324324324,2.444444444,6.333333333,3,3.428571429,6.5,3.555555556,106,5,0,0,3,0,2,0,0,0,0,0,3,boston
14,R_1EjdT9ode7Le3IJ,Yanny,113,95,20,18,20,17,20,18,5.675675676,5.777777778,5.666666667,3.333333333,6.428571429,7,5.277777778,142,8,2,1,1,0,3,1,0,0,0,0,5,boston
15,R_1f3YO7udYXGlVzV,Laurel,81,68,16,14,16,11,11,13,3.594594595,2.222222222,5.111111111,1.5,4,5,2.777777778,104,9,1,0,1,0,4,1,0,2,0,0,5,boston
16,R_1f9sT6FeIWyRxYg,Yanny,67,63,12,16,16,10,9,4,3,1.111111111,4.555555556,1,3.857142857,4.5,2.277777778,41,8,0,0,4,1,3,0,0,0,0,0,5,boston
17,R_1fqR3OeGuqE3jcC,Laurel,82,71,14,13,16,14,14,11,3.864864865,3.222222222,4.555555556,3.5,3.142857143,5,3.5,92,8,1,1,2,0,1,1,1,0,0,1,7,boston
18,R_1FxqglmxK3yJkwp,Yanny,98,89,20,18,20,13,18,9,4.054054054,3.777777778,3.666666667,2.166666667,4.428571429,6.5,3.555555556,97,13,3,1,2,1,3,1,1,1,0,0,10,boston
19,R_1g7kKGpL4ZMGfxe,Yanny,80,66,18,10,13,11,14,14,3.810810811,2.333333333,4.888888889,2,4.142857143,5.833333333,3.277777778,97,16,0,1,5,0,4,0,2,3,0,0,12,boston
20,R_1GeoYKOOlj3WsMJ,Yanny,89,83,20,17,17,13,16,6,4.378378378,3,5.777777778,2,4.428571429,6.666666667,3.666666667,79,19,4,2,2,1,2,1,5,0,1,0,17,boston
21,R_1gLsYa56F7t4qpx,Yanny,114,98,20,20,20,18,20,16,6.216216216,5.444444444,7,4.333333333,7.142857143,7,6.166666667,150,4,1,0,1,0,2,0,0,0,0,0,2,boston
22,R_1HoafWuz0HdTe3y,Laurel,81,70,16,16,15,9,14,11,4.081081081,3,6.222222222,1.166666667,3.857142857,5.666666667,3,101,5,0,0,1,0,1,1,0,2,0,0,4,boston
23,R_1ILvC1s2YU34dEm,Yanny,86,73,14,13,16,16,14,13,4.648648649,4.777777778,5.111111111,3.833333333,3.857142857,5.5,4.555555556,106,8,0,0,4,0,2,0,1,0,0,1,6,boston
24,R_1JKG2eWdldOTdze,Yanny,59,49,9,8,18,10,4,10,NA,2.555555556,3.888888889,NA,3.142857143,4.5,NA,77,27,2,5,7,1,5,3,1,3,0,0,22,boston
25,R_1jYyd5SBIqUPLmZ,Laurel,82,71,15,12,17,16,11,11,3.891891892,4.222222222,4.666666667,1.833333333,3.142857143,5.166666667,3.555555556,83,15,1,1,3,0,6,1,1,1,0,1,9,boston
26,R_1MnnqwoG3lHCfQd,Yanny,111,91,20,17,20,18,16,20,4.297297297,3.666666667,5.444444444,2.166666667,4.428571429,5.5,4.222222222,147,13,3,2,2,0,3,1,1,1,0,0,10,boston
27,R_1N1YGFYeQiNtTaA,Laurel,93,74,14,16,17,14,13,19,5.432432432,3.555555556,6.555555556,6.166666667,5.714285714,5.5,5.333333333,135,10,0,0,5,0,2,0,0,2,0,1,8,boston
28,R_1NxIWvuevalKD9X,Yanny,86,78,16,17,13,17,15,8,3.972972973,3.888888889,4.777777778,2.333333333,3,5.666666667,3.222222222,87,5,1,0,3,0,0,1,0,0,0,0,5,boston
29,R_1pLUbCnGqPh4NMd,Yanny,90,77,17,15,17,12,16,13,4.918918919,2.777777778,6.444444444,3.833333333,5.714285714,6,4.833333333,101,5,0,1,1,0,1,0,0,1,0,1,4,boston
30,R_1pndZePK7Ivqike,Yanny,94,79,12,20,19,16,12,15,3.675675676,3.333333333,4.222222222,1,4.571428571,5,2.777777778,125,11,0,0,2,0,3,2,2,2,0,0,8,boston
31,R_1RmeEcGhdlKMvyc,Laurel,89,78,17,12,16,16,17,11,3.864864865,4.222222222,4,3.333333333,4.142857143,3.333333333,3.611111111,94,30,0,3,4,0,7,5,6,2,0,2,23,boston
32,R_1s6zyk7GFlHKhfi,Yanny,90,83,15,19,18,15,16,7,4.405405405,3.444444444,6.111111111,2.666666667,4,5.5,3.833333333,96,5,1,0,2,0,1,0,0,0,0,0,4,boston
33,R_1SGgVsTz2paXa40,Yanny,76,70,14,9,19,12,16,6,4.378378378,2.444444444,5.333333333,4.666666667,5.142857143,4.666666667,4.333333333,52,22,0,1,6,0,2,5,4,2,1,1,20,boston
34,R_1StoQRCMl3v70J3,Yanny,85,74,18,19,18,7,12,11,2.567567568,1.333333333,4.111111111,1,2.428571429,3.833333333,1.666666667,88,14,0,4,3,1,2,1,3,0,0,0,12,boston
35,R_1TZQPMzP4mtp2H1,Yanny,108,89,20,18,19,15,17,19,4.351351351,3.333333333,6.111111111,1.833333333,4.571428571,5.5,3.444444444,141,11,1,1,4,1,1,1,0,0,0,1,10,boston
36,R_1usPeXpRHafzrz2,Laurel,70,61,14,10,15,13,9,9,4.162162162,3.222222222,4.888888889,2.833333333,4.714285714,5.166666667,3.5,79,4,1,1,1,0,0,0,0,1,0,0,4,boston
37,R_1W0YsI7mCJ8oajv,Yanny,91,77,12,15,19,17,14,14,4.432432432,4.222222222,4.777777778,3.166666667,5.142857143,4.666666667,4.222222222,106,19,3,1,4,0,3,1,3,2,1,1,16,boston
38,R_1w5LXcF5tqyYn9T,Yanny,88,73,16,15,15,10,17,15,2.945945946,1.777777778,3.555555556,2.666666667,2.285714286,4.833333333,2.5,113,6,1,0,1,0,2,1,0,1,0,0,4,boston
39,R_1wOzxO4P7UjocQ9,Laurel,85,70,17,10,16,12,15,15,4.243243243,4.111111111,5.222222222,2.833333333,3,5.833333333,3.222222222,118,11,1,1,3,0,3,1,1,0,0,1,8,boston
40,R_1X1EAaqm1yZtbyp,Yanny,88,74,15,19,12,13,15,14,4.756756757,3.888888889,5.555555556,5,4.285714286,5.166666667,4.555555556,90,6,1,1,1,0,1,0,1,0,0,1,5,boston
41,R_1zUeZwvRglDagcs,Yanny,103,85,15,17,19,20,14,18,4.648648649,4.555555556,5.888888889,2,3.714285714,6.666666667,3.5,139,18,1,0,3,0,3,3,3,3,0,2,15,boston
42,R_20M98QLZHEKu2JS,Yanny,102,87,20,15,19,15,18,15,5.864864865,4.555555556,6.888888889,4.833333333,6.428571429,6.666666667,5.611111111,110,3,0,0,2,0,0,0,0,0,0,0,3,boston
43,R_20P4SLpah30OuBH,Yanny,96,80,16,14,18,17,15,16,4.648648649,4.555555556,5.444444444,1.5,5,6.333333333,4.055555556,154,14,1,4,3,0,1,1,2,1,0,0,13,boston
44,R_20xhdffJfTof69q,Yanny,89,72,20,19,10,13,10,17,2.216216216,2,1.888888889,1,1.428571429,5.166666667,1.333333333,115,9,1,1,2,0,2,2,1,0,0,0,7,boston
45,R_21bX8xvUt03ihou,Yanny,115,96,20,19,20,17,20,19,5.432432432,4.444444444,6.777777778,4.5,5,6.333333333,5.333333333,146,13,1,1,4,1,1,1,3,0,0,0,12,boston
46,R_21LtWVjbniwTgiu,Laurel,96,83,16,15,19,15,18,13,4.783783784,4.111111111,6.333333333,1.833333333,5.142857143,6,4.444444444,115,16,1,1,1,1,3,5,2,0,1,1,13,boston
47,R_22CPQDqh4jLdui5,Yanny,82,72,12,12,17,17,14,10,4.810810811,5.555555556,6.111111111,2.666666667,4.571428571,4.166666667,4.333333333,123,13,1,1,4,0,4,1,2,0,0,0,9,boston
48,R_22Qo2UjfD2wX1cD,Yanny,104,86,19,19,19,15,14,18,3.72972973,3.666666667,5,1,2.285714286,6.333333333,2.444444444,135,0,0,0,0,0,0,0,0,0,0,0,0,boston
49,R_267ucuTUaRhjKLf,Laurel,47,41,8,8,10,8,7,6,2.27027027,1,4,1,1.571428571,3.666666667,1.444444444,44,26,2,5,5,0,6,1,2,3,1,1,20,boston
50,R_27vruB3cuvIOtPG,Laurel,74,64,18,9,17,8,12,10,2.810810811,1.666666667,5,1,1.428571429,4.666666667,1.111111111,91,13,1,1,2,0,3,2,1,2,0,1,10,boston
51,R_28w7QhHafMD5l0B,Yanny,97,78,20,11,20,14,13,19,3.945945946,3.111111111,5.777777778,1,3.142857143,6.333333333,2.388888889,147,22,4,0,6,0,3,1,5,1,1,0,19,boston
52,R_2AJKtdiNdjmyceZ,Yanny,103,87,20,15,20,20,12,16,5.351351351,5.444444444,6.222222222,5.166666667,4.285714286,5.333333333,5.166666667,129,23,3,0,7,0,4,3,2,3,0,1,19,boston
53,R_2amEfEg6T23UDF3,Laurel,66,58,13,13,16,7,9,8,2.918918919,1.333333333,4.888888889,1.166666667,3.571428571,3.333333333,2.333333333,56,18,3,0,4,0,5,3,1,1,0,0,13,boston
54,R_2BmTr2Ml8qlOJWo,Laurel,91,77,12,15,18,16,16,14,3.783783784,4.222222222,4.888888889,1.666666667,2.714285714,4.833333333,3,131,12,0,3,3,0,3,0,3,0,0,0,9,boston
55,R_2BYucmZUmNYTS4s,Laurel,98,80,12,17,19,18,14,18,4.864864865,5.555555556,5.444444444,3,5.571428571,4,4.722222222,141,15,3,3,1,0,2,1,2,2,0,0,13,boston
56,R_2ckGmXvm0F2EpKV,Yanny,109,92,19,17,20,17,19,17,4.810810811,5.555555556,4.888888889,3.666666667,3.571428571,6.166666667,4.222222222,136,13,1,1,3,1,2,1,4,0,0,0,11,boston
57,R_2CUiuUZ0dc5t5kf,Yanny,81,71,13,18,16,12,12,10,2.621621622,2.111111111,4,1.5,1.571428571,3.666666667,1.666666667,97,23,3,0,5,0,5,2,5,1,1,1,18,boston
58,R_2CWanztdtyagOx7,Laurel,102,86,20,18,18,13,17,16,5.432432432,3.444444444,6.666666667,4.833333333,6.142857143,6.333333333,5.222222222,127,11,2,0,4,0,0,4,1,0,0,0,11,boston
59,R_2czK73EChKLYWNM,Yanny,110,93,18,20,20,20,15,17,5.702702703,5,6.777777778,3.166666667,6.428571429,6.833333333,5.222222222,128,15,1,3,1,0,3,3,1,2,0,1,12,boston
60,R_2djdaXaS34NcI7L,Laurel,114,95,20,20,20,17,18,19,6.027027027,5.333333333,7,3.833333333,6.857142857,6.833333333,5.5,149,3,0,1,0,0,1,1,0,0,0,0,2,boston
61,R_2ebpd8VjdNGNM8K,Yanny,113,95,20,20,19,16,20,18,4.351351351,3.777777778,5.444444444,1.833333333,4.571428571,5.833333333,3.5,145,8,1,0,0,0,2,2,1,2,0,0,6,boston
62,R_2EiWxuLcHnAhamf,Yanny,108,91,18,20,17,19,17,17,4.540540541,4.111111111,5.555555556,2,5,5.666666667,3.888888889,127,3,1,0,0,0,2,0,0,0,0,0,1,boston
63,R_2eOSrhANOO2KtGY,Yanny,90,77,16,15,20,16,10,13,2.594594595,2.888888889,3.333333333,1,1.428571429,4,1.722222222,112,23,3,1,6,0,5,2,4,0,1,1,18,boston
64,R_2eQVfyQcg5lrUs1,Laurel,79,65,13,11,18,12,11,14,2.945945946,3.333333333,3,1,2.285714286,5,1.833333333,91,20,1,1,6,0,4,1,4,2,0,1,16,boston
65,R_2ErOS2tutw1GydG,Yanny,69,63,17,11,17,9,9,6,4,1.777777778,5.888888889,3,3.571428571,6,3.111111111,84,29,3,3,5,0,5,5,4,2,1,1,24,boston
66,R_2fdTCg4LhhJUAFu,Yanny,111,91,17,20,20,14,20,20,4.297297297,4.444444444,5.666666667,1,3.428571429,6.333333333,3.277777778,162,8,2,2,0,0,0,0,1,1,0,1,8,boston
67,R_2fKaIo5f1HG44vZ,Laurel,107,91,19,17,19,18,18,16,4.783783784,4.555555556,4.888888889,2.5,5.571428571,6.333333333,4.111111111,129,11,0,3,2,0,2,3,0,0,0,1,9,boston
68,R_2fplssaBZ6SXBBh,Laurel,103,88,16,17,20,15,20,15,4.783783784,4,5.666666667,3.833333333,4.428571429,6,4.388888889,128,6,3,0,0,0,1,0,0,2,0,0,5,boston
69,R_2fvof4n9X8YQXKC,Yanny,112,92,20,20,20,16,16,20,3.486486486,3,3.777777778,2.333333333,2.428571429,6.166666667,2.555555556,158,25,2,4,1,0,7,2,4,3,1,0,18,boston
70,R_2G9RH6O8Eg9WXaY,Yanny,82,67,16,8,16,14,13,15,3.27027027,3.666666667,2.888888889,2.833333333,1.857142857,5.333333333,2.388888889,110,11,2,1,1,0,2,0,3,2,0,0,9,boston
71,R_2gbiibdTj1ORwBt,Yanny,80,65,17,13,15,7,13,15,3.216216216,2,5.555555556,1.666666667,2,4.5,2,84,11,1,3,0,0,4,0,1,2,0,0,7,boston
72,R_2gcMoTQBauwRrGk,Yanny,79,68,15,11,16,13,13,11,3.189189189,2.777777778,4.444444444,1,2.142857143,5.333333333,2.277777778,86,10,0,1,3,0,3,0,1,2,0,0,7,boston
73,R_2gqghQJyisq9Bs3,Laurel,95,82,18,15,19,15,15,13,3.918918919,3.777777778,5.555555556,1,2.857142857,5.833333333,3.055555556,109,13,1,1,6,1,1,0,3,0,0,0,12,boston
74,R_2Gs103UU5dbmPMn,Laurel,72,62,17,8,13,10,14,10,3.459459459,2.888888889,4.777777778,2.5,1.714285714,5.333333333,2.555555556,83,15,0,0,4,0,5,2,4,0,0,0,10,boston
75,R_2GV0pTM2OfBz2Gv,Yanny,94,80,16,14,20,16,14,14,4.513513514,4.333333333,5.444444444,3.166666667,3.428571429,6,3.888888889,123,16,2,0,3,0,5,3,2,0,0,1,11,boston
76,R_2H60K0kpgApeJ3x,Yanny,94,79,14,16,19,17,13,15,4.486486486,3.666666667,4.666666667,2,6.142857143,6,4,122,9,2,2,1,0,2,1,0,0,0,1,7,boston
77,R_2HdTHu3Xknfqqjv,Yanny,98,80,20,15,16,11,18,18,4.621621622,2.888888889,6,4,4.428571429,6,4.111111111,128,8,1,0,4,0,1,0,0,2,0,0,7,boston
78,R_2hFZpyjTJ9JyeZz,Yanny,102,89,20,19,18,16,16,13,5,4.222222222,6,4.666666667,3.714285714,6.5,4.444444444,96,9,0,0,4,0,1,0,0,3,0,1,8,boston
79,R_2HiSPSsuXAX24yV,Yanny,85,70,12,14,14,16,14,15,4.189189189,4.888888889,4.333333333,3,4.714285714,3.5,3.944444444,120,18,0,2,2,0,4,3,4,1,1,0,14,boston
80,R_2hyB4KcKSJoQ5YO,Laurel,96,81,20,15,20,15,11,15,4.486486486,4.222222222,5.666666667,2.5,3.142857143,6.666666667,3.722222222,110,9,3,0,1,0,1,1,2,0,0,1,8,boston
81,R_2J4TM4rgbzn8wZj,Laurel,38,34,6,11,6,7,4,4,2.567567568,1.222222222,4.555555556,1,3,2.666666667,2,37,27,0,1,9,1,6,2,4,2,0,1,21,boston
82,R_2j800lDgQTZkf8a,Laurel,93,79,18,17,18,12,14,14,3.486486486,2.888888889,4.666666667,1.5,2.714285714,5.5,2.666666667,104,12,2,2,5,0,1,0,0,0,0,1,11,boston
83,R_2jckm6GCvCsmsAR,Yanny,88,72,16,16,15,11,14,16,4.864864865,3.666666667,6,3,6,5.5,4.555555556,129,9,1,1,4,0,1,1,0,0,0,1,8,boston
84,R_2jfzIwoBTjTgCad,Yanny,85,76,16,18,19,12,11,9,2.972972973,2.666666667,4.444444444,1,2.285714286,4,2.055555556,71,12,0,1,2,1,3,0,2,2,0,1,9,boston
85,R_2jPrx7359D3192E,Laurel,83,70,12,15,16,12,15,13,4.351351351,3.444444444,5.333333333,2.833333333,4.857142857,5.166666667,4.055555556,101,5,1,1,1,0,0,0,0,2,0,0,5,boston
86,R_2JUWVkAdCsUfCPR,Laurel,101,86,18,20,17,15,16,15,5.108108108,3.888888889,6.111111111,4.333333333,5.285714286,6,4.944444444,125,7,0,1,3,0,1,1,0,1,0,0,6,boston
87,R_2kdCC6IUIs9Ecqp,Yanny,70,62,12,14,13,9,14,8,3.459459459,2.333333333,5.111111111,1.833333333,3.571428571,4.166666667,2.444444444,70,16,2,0,3,0,6,2,1,1,0,1,10,boston
88,R_2KpHkF8SYsEbq2Q,Laurel,47,41,7,5,12,5,12,6,2.918918919,1.222222222,5.333333333,1.166666667,2.714285714,3.833333333,2.111111111,49,25,2,5,2,1,6,3,3,2,0,0,19,boston
89,R_2kpJa0B3wRWMX2u,Laurel,78,73,13,11,20,15,14,5,4.432432432,1.888888889,7,2.833333333,3.714285714,6.833333333,3.611111111,51,8,1,1,0,0,3,0,3,0,0,0,5,boston
90,R_2mepBWAWKsoEZMt,Yanny,87,75,15,11,17,16,16,12,4.162162162,5.444444444,4,1.833333333,3.857142857,5.166666667,3.277777778,101,10,1,2,2,0,0,1,2,1,0,1,10,boston
91,R_2NDmHkqeu2vYFc5,Yanny,66,59,15,7,17,12,8,7,3,1.666666667,5,1,1.857142857,5.333333333,1.777777778,48,25,2,1,3,1,7,3,5,2,0,1,18,boston
92,R_2NPnlueI902e9e9,Laurel,67,59,12,12,12,12,11,8,3.810810811,2.555555556,4.333333333,3.666666667,5,3.666666667,3.555555556,88,28,2,5,7,0,4,4,3,1,1,0,24,boston
93,R_2O7U8TTCc96VLTo,Laurel,102,92,18,20,20,16,18,10,5.513513514,5.111111111,6.333333333,3.833333333,5.714285714,6.333333333,5.111111111,106,2,0,0,0,0,2,0,0,0,0,0,0,boston
94,R_2oqe7nciAyh9tDj,Laurel,105,92,20,18,20,17,17,13,4.891891892,5.333333333,4.666666667,2.5,5.142857143,6.666666667,4.222222222,136,9,0,0,3,1,1,0,2,2,0,0,8,boston
95,R_2pm6gD0CNfOsUuk,Laurel,70,60,20,10,10,8,12,10,2.297297297,1,3,1,1.857142857,5,1.333333333,76,14,1,2,0,1,5,0,4,0,0,0,9,boston
96,R_2pnjMQPBEsd12uD,Yanny,85,76,14,17,18,15,12,9,3.486486486,3.111111111,4.888888889,1,3,5,2.333333333,74,17,1,1,4,1,3,1,3,2,0,1,14,boston
97,R_2PUJotepm0EDPNN,Yanny,47,39,14,6,9,5,5,8,3.324324324,1.333333333,5.666666667,1.833333333,3.571428571,4,2.666666667,58,23,3,3,3,1,5,2,3,0,0,2,18,boston
98,R_2pxvWcTGN3gWHEl,Laurel,83,71,15,13,17,12,14,12,3.27027027,2,3.444444444,3.666666667,3.285714286,4.5,2.888888889,100,15,1,1,1,0,5,3,2,0,0,1,10,boston
99,R_2qeY1aKEyn5yFtJ,Yanny,95,82,16,13,19,17,17,13,4.459459459,4.555555556,5.111111111,1.666666667,5.142857143,5.333333333,3.833333333,130,20,0,2,3,0,6,2,4,1,1,1,14,boston
100,R_2Qs9iWNMlBIzn3z,Laurel,60,50,7,13,10,12,8,10,3.324324324,3.333333333,3.777777778,2,3.857142857,3.333333333,3.055555556,82,24,2,2,4,0,6,5,3,1,0,0,18,boston
101,R_2qu3VDKwPY7uEcV,Laurel,80,69,16,14,17,13,9,11,3.432432432,3.444444444,4.222222222,1.166666667,2.428571429,5.666666667,2.166666667,108,19,4,1,2,1,5,1,1,2,1,0,14,boston
102,R_2Qygp9EelcX7x8k,Yanny,98,80,15,12,18,16,19,18,5.486486486,5.222222222,5.777777778,4.666666667,6.428571429,5.166666667,5.277777778,129,10,1,2,3,0,3,1,0,0,0,0,7,boston
103,R_2RjcTmbanw8z6hz,Laurel,76,71,10,19,16,13,13,5,2.891891892,1.777777778,4.333333333,2.333333333,2.714285714,3.166666667,2.166666667,69,5,0,0,2,0,1,0,2,0,0,0,4,boston
104,R_2rvHhslfj3u4g6O,Yanny,110,94,18,18,19,19,20,16,4.243243243,4.111111111,4.333333333,2.5,5.142857143,5,4.166666667,136,10,0,3,1,0,2,1,1,0,1,0,8,boston
105,R_2RVUQypE3DeUkL5,Laurel,106,91,19,19,20,16,17,15,4.135135135,3.555555556,6,2.666666667,2.714285714,5.333333333,3.388888889,113,12,0,0,5,0,3,2,0,1,0,1,9,boston
106,R_2shymaO0Q94c7S9,Laurel,65,59,17,5,17,11,9,6,2.054054054,1.555555556,2.444444444,1,1.428571429,4,1,70,13,1,0,2,0,5,1,2,2,0,0,8,boston
107,R_2tKY8AxKQ4szkJn,Laurel,109,89,20,20,20,15,14,20,4.486486486,3.444444444,5.666666667,1.166666667,5,7,3.722222222,158,5,0,2,0,0,1,1,1,0,0,0,4,boston
108,R_2UqRv9D2exjNftT,Yanny,113,95,20,20,20,17,18,18,5.135135135,4.555555556,6.666666667,2,5.285714286,6.666666667,4,150,1,1,0,0,0,0,0,0,0,0,0,1,boston
109,R_2V9hxQtmSJYwRyg,Yanny,83,67,11,10,18,15,13,16,2.594594595,2.444444444,3,1.833333333,1.714285714,4,1.5,104,21,0,1,3,0,4,3,6,2,0,1,17,boston
110,R_2V9N9zFATidhWMN,Yanny,107,90,18,17,18,18,19,17,4.891891892,5,5,4.833333333,3.285714286,6.5,4.888888889,128,3,0,0,1,0,1,0,0,0,0,1,2,boston
111,R_2Vbx0lsUlKO4zPr,Yanny,92,77,10,20,18,15,14,15,3.891891892,4.555555556,3.888888889,2.333333333,3.285714286,5.166666667,3.055555556,103,4,0,1,2,0,1,0,0,0,0,0,3,boston
112,R_2wHalnKxf9towbj,Yanny,91,73,18,10,19,13,13,18,5.513513514,5,6.888888889,5,3.857142857,6.666666667,4.944444444,133,11,2,2,3,0,3,0,1,0,0,0,8,boston
113,R_2Wx3O1pEXReiQOh,Laurel,58,46,13,5,9,9,10,12,3.621621622,2.111111111,5.777777778,2,2.714285714,5.333333333,2.666666667,85,14,0,0,4,0,5,1,1,1,0,1,9,boston
114,R_2Y0FGFIIlQOWtB7,Yanny,109,95,19,20,20,19,17,14,5.567567568,5.666666667,5.888888889,3.833333333,5.857142857,6.333333333,5.333333333,109,8,1,0,1,1,1,0,1,2,0,0,7,boston
115,R_2y7qxbuwjS1eSIA,Yanny,84,72,13,14,15,18,12,12,4.297297297,3.888888889,5.111111111,2.333333333,4.857142857,5,3.722222222,104,14,3,0,2,0,4,1,1,2,0,1,10,boston
116,R_2zClipY4ifLOrrk,Yanny,95,83,17,19,18,14,15,12,4.162162162,4,4.444444444,2.5,4.285714286,5.5,3.277777778,115,18,3,1,3,1,4,2,2,2,0,0,14,boston
117,R_2zkF5ejb8s3PsMM,Laurel,98,87,20,20,20,15,12,11,4.243243243,3.777777778,5.333333333,2.833333333,4.714285714,4.166666667,3.722222222,121,9,3,0,1,0,1,1,2,0,0,0,8,boston
118,R_2zToeA7yNzBrO1U,Laurel,77,72,15,15,16,13,13,5,2.648648649,1.666666667,3.555555556,1.333333333,2,4.833333333,1.555555556,73,10,1,0,3,1,3,0,0,2,0,0,7,boston
119,R_2ZUMDJQD5psP7vr,Yanny,99,87,20,14,20,15,18,12,5.486486486,3.888888889,5.888888889,5.666666667,6.428571429,6,5.222222222,117,16,2,0,3,1,3,0,5,2,0,0,13,boston
120,R_30AxVcbNXbsZGAj,Laurel,102,88,18,19,20,17,14,14,3.513513514,4.777777778,3.222222222,1.666666667,2.714285714,4.833333333,2.777777778,120,17,0,6,3,0,3,2,1,1,0,0,14,boston
121,R_30dxqGy3HOLwlAT,Yanny,114,95,20,20,20,15,20,19,5.351351351,5.222222222,5.222222222,4.666666667,6.142857143,5.5,5.055555556,159,10,0,2,1,0,3,0,2,1,0,1,7,boston
122,R_30JmyviyooXgx6A,Laurel,80,70,15,15,16,12,12,10,3.513513514,2.777777778,4.888888889,1.666666667,3.571428571,4.333333333,2.722222222,91,22,1,2,4,0,6,1,3,3,1,1,16,boston
123,R_31LHeD9D8uGULpn,Yanny,112,93,20,20,19,17,17,19,4.459459459,4.555555556,5.666666667,1.666666667,3.285714286,6.666666667,3.111111111,146,5,1,1,1,0,0,1,0,0,0,0,5,boston
124,R_32lUa1NU74ooNej,Laurel,111,93,20,20,20,16,17,18,4.216216216,4.666666667,4,1.166666667,4.428571429,6.666666667,3.722222222,158,14,2,1,4,1,2,0,1,2,0,0,12,boston
125,R_32QDPvDNbBJEWiy,Yanny,75,64,16,9,16,15,8,11,3.783783784,2.444444444,5.777777778,2.666666667,3,4.833333333,3.166666667,95,17,1,3,3,0,6,1,3,0,0,0,11,boston
126,R_34Ej6A4wQyz1Oo1,Yanny,54,48,6,7,15,14,6,6,3.486486486,3,5.111111111,2.666666667,2.428571429,3.833333333,2.722222222,55,14,1,0,3,0,5,0,1,2,0,1,9,boston
127,R_34GcjF78duDEIpf,Laurel,120,100,20,20,20,20,20,20,5.918918919,5.555555556,7,3,6.571428571,7,5.666666667,166,18,1,3,4,0,3,2,2,2,1,0,15,boston
128,R_35AdQfLWSM6VxQg,Laurel,107,91,19,18,19,19,16,16,5,5.444444444,6,1.5,4.714285714,6.666666667,3.888888889,138,2,0,0,1,0,0,0,1,0,0,0,2,boston
129,R_37XyOdUUymJQPfz,Yanny,96,79,19,16,18,14,12,17,4.378378378,3.888888889,5.333333333,1,5,6.333333333,3.222222222,137,10,0,3,2,0,3,0,1,1,0,0,7,boston
